merchant_id,signup_date,country,plan_type,industry,churned,churn_date,recency,frequency,monetary,recency_days,segment,segment_name
M00665,2023-05-29,US,Advanced,Food,No,,2.0,187.0,47189.97,2.0,3.0,Low-Value / Dormant Merchants
M00666,2023-03-21,Australia,Basic,Beauty,Yes,2023-04-30,612.0,169.0,8491.4,612.0,2.0,At-Risk Merchants
M00667,2023-08-01,India,Basic,Fashion,Yes,2023-09-10,479.0,148.0,7866.92,479.0,2.0,At-Risk Merchants
M00668,2023-07-22,Canada,Basic,Electronics,No,,77.0,14.0,661.97,77.0,1.0,New / Fast-Growing Merchants
M00669,2023-08-17,Australia,Basic,Food,No,,17.0,64.0,3428.62,17.0,1.0,New / Fast-Growing Merchants
M00670,2024-11-06,Australia,Basic,Electronics,No,,1.0,168.0,8602.13,1.0,0.0,High-GMV Loyal Merchants
M00671,2023-08-15,US,Basic,Fashion,No,,7.0,140.0,6957.88,7.0,0.0,High-GMV Loyal Merchants
M00672,2024-10-20,India,Shopify,Fashion,No,,1.0,175.0,17237.75,1.0,0.0,High-GMV Loyal Merchants
M00673,2024-06-15,Australia,Basic,Electronics,Yes,2024-08-02,152.0,36.0,1769.13,152.0,1.0,New / Fast-Growing Merchants
M00674,2024-03-16,US,Basic,Food,Yes,2024-12-19,13.0,164.0,8369.69,13.0,0.0,High-GMV Loyal Merchants
M00675,2024-02-06,Australia,Shopify,Electronics,No,,43.0,13.0,1293.08,43.0,1.0,New / Fast-Growing Merchants
M00676,2023-02-16,US,Shopify,Food,No,,2.0,64.0,6608.67,2.0,1.0,New / Fast-Growing Merchants
M00677,2023-08-21,US,Basic,Food,No,,1.0,63.0,3495.39,1.0,1.0,New / Fast-Growing Merchants
M00678,2023-11-01,India,Basic,Home,Yes,2024-04-01,275.0,79.0,3740.05,275.0,2.0,At-Risk Merchants
M00679,2024-06-09,Australia,Basic,Beauty,No,,1.0,123.0,6048.98,1.0,0.0,High-GMV Loyal Merchants
M00680,2023-05-23,India,Basic,Beauty,No,,7.0,182.0,9418.76,7.0,0.0,High-GMV Loyal Merchants
M00681,2024-02-19,US,Shopify,Fashion,No,,3.0,89.0,9155.87,3.0,1.0,New / Fast-Growing Merchants
M00682,2024-05-27,Canada,Basic,Home,No,,2.0,151.0,7275.38,2.0,0.0,High-GMV Loyal Merchants
M00683,2024-01-08,Australia,Basic,Beauty,No,,2.0,92.0,4445.63,2.0,1.0,New / Fast-Growing Merchants
M00684,2024-07-19,Canada,Shopify,Food,No,,1.0,113.0,10878.94,1.0,0.0,High-GMV Loyal Merchants
M00685,2023-09-16,Australia,Basic,Food,No,,3.0,174.0,8782.8,3.0,0.0,High-GMV Loyal Merchants
M00686,2024-10-17,India,Shopify,Electronics,Yes,2025-08-31,-233.0,88.0,8518.2,-233.0,1.0,New / Fast-Growing Merchants
M00687,2024-04-15,India,Basic,Electronics,No,,3.0,17.0,834.54,3.0,1.0,New / Fast-Growing Merchants
M00688,2023-01-12,India,Advanced,Food,Yes,2023-07-28,525.0,173.0,44356.58,525.0,3.0,Low-Value / Dormant Merchants
M00689,2023-11-26,India,Basic,Food,No,,10.0,175.0,8516.82,10.0,0.0,High-GMV Loyal Merchants
M00690,2023-12-24,India,Shopify,Electronics,No,,1.0,33.0,3526.21,1.0,1.0,New / Fast-Growing Merchants
M00691,2024-02-12,Canada,Shopify,Beauty,No,,4.0,138.0,13575.53,4.0,0.0,High-GMV Loyal Merchants
M00692,2024-10-29,India,Basic,Fashion,No,,1.0,117.0,5816.43,1.0,0.0,High-GMV Loyal Merchants
M00693,2024-01-08,US,Shopify,Electronics,No,,13.0,18.0,1678.04,13.0,1.0,New / Fast-Growing Merchants
M00694,2023-01-08,US,Advanced,Beauty,No,,28.0,44.0,11502.94,28.0,1.0,New / Fast-Growing Merchants
M00695,2023-05-02,Canada,Shopify,Beauty,No,,3.0,128.0,13282.12,3.0,0.0,High-GMV Loyal Merchants
M00696,2023-12-14,Australia,Shopify,Beauty,No,,2.0,77.0,7278.1,2.0,1.0,New / Fast-Growing Merchants
M00697,2024-11-06,US,Advanced,Home,No,,1.0,32.0,9004.68,1.0,1.0,New / Fast-Growing Merchants
M00698,2023-03-31,Australia,Basic,Home,No,,6.0,112.0,5450.3,6.0,0.0,High-GMV Loyal Merchants
M00699,2024-10-09,Canada,Basic,Beauty,No,,1.0,140.0,6751.91,1.0,0.0,High-GMV Loyal Merchants
M00700,2024-11-28,Australia,Shopify,Food,No,,1.0,104.0,10489.67,1.0,0.0,High-GMV Loyal Merchants
M00701,2023-11-12,Australia,Basic,Home,No,,6.0,76.0,3588.68,6.0,1.0,New / Fast-Growing Merchants
M00702,2023-06-27,Australia,Shopify,Electronics,Yes,2024-03-09,300.0,109.0,11528.13,300.0,2.0,At-Risk Merchants
M00703,2024-06-23,Australia,Advanced,Home,Yes,2024-08-30,124.0,156.0,39266.26,124.0,3.0,Low-Value / Dormant Merchants
M00704,2023-02-10,Canada,Basic,Food,Yes,2023-08-11,509.0,136.0,6619.12,509.0,2.0,At-Risk Merchants
M00705,2024-12-04,US,Basic,Fashion,No,,1.0,111.0,5555.49,1.0,0.0,High-GMV Loyal Merchants
M00706,2024-05-16,India,Shopify,Home,No,,2.0,146.0,15011.960000000001,2.0,0.0,High-GMV Loyal Merchants
M00707,2023-05-25,Australia,Basic,Beauty,No,,5.0,127.0,6498.02,5.0,0.0,High-GMV Loyal Merchants
M00708,2023-07-20,US,Shopify,Beauty,No,,7.0,51.0,5173.36,7.0,1.0,New / Fast-Growing Merchants
M00709,2024-12-24,US,Basic,Beauty,No,,1.0,105.0,5217.24,1.0,1.0,New / Fast-Growing Merchants
M00710,2024-04-05,Canada,Shopify,Fashion,No,,5.0,102.0,10134.13,5.0,0.0,High-GMV Loyal Merchants
M00711,2024-07-11,US,Basic,Food,Yes,2024-11-21,41.0,130.0,6480.6,41.0,0.0,High-GMV Loyal Merchants
M00712,2024-06-30,Canada,Shopify,Electronics,Yes,2024-12-04,31.0,119.0,11720.1,31.0,0.0,High-GMV Loyal Merchants
M00713,2023-09-10,Australia,Basic,Food,No,,2.0,194.0,9841.78,2.0,0.0,High-GMV Loyal Merchants
M00714,2024-01-25,Australia,Shopify,Fashion,No,,6.0,60.0,5952.19,6.0,1.0,New / Fast-Growing Merchants
M00715,2024-08-16,India,Basic,Beauty,No,,1.0,12.0,749.26,1.0,1.0,New / Fast-Growing Merchants
M00716,2023-09-13,India,Shopify,Food,Yes,2023-12-17,386.0,23.0,2365.9,386.0,2.0,At-Risk Merchants
M00717,2024-12-09,India,Advanced,Electronics,No,,2.0,19.0,5431.07,2.0,1.0,New / Fast-Growing Merchants
M00718,2024-03-25,US,Basic,Beauty,Yes,2024-12-09,41.0,23.0,1166.52,41.0,1.0,New / Fast-Growing Merchants
M00719,2023-01-10,Australia,Basic,Electronics,Yes,2023-03-27,646.0,181.0,8898.64,646.0,2.0,At-Risk Merchants
M00720,2023-08-30,Canada,Basic,Home,Yes,2023-10-29,430.0,174.0,8691.96,430.0,2.0,At-Risk Merchants
M00721,2023-09-08,India,Shopify,Electronics,Yes,2023-12-18,381.0,169.0,17608.74,381.0,2.0,At-Risk Merchants
M00722,2023-01-05,Canada,Shopify,Beauty,No,,7.0,14.0,1315.06,7.0,1.0,New / Fast-Growing Merchants
M00723,2023-04-29,Canada,Basic,Home,Yes,2023-08-20,503.0,70.0,3433.01,503.0,2.0,At-Risk Merchants
M00724,2024-01-09,India,Basic,Beauty,No,,8.0,69.0,3336.88,8.0,1.0,New / Fast-Growing Merchants
M00725,2023-03-06,Australia,Basic,Beauty,Yes,2024-01-09,372.0,25.0,1165.15,372.0,2.0,At-Risk Merchants
M00726,2023-05-26,India,Shopify,Home,Yes,2023-08-01,519.0,115.0,11280.04,519.0,2.0,At-Risk Merchants
M00727,2023-08-12,Canada,Basic,Electronics,Yes,2024-03-05,303.0,116.0,5935.46,303.0,2.0,At-Risk Merchants
M00728,2023-08-27,India,Advanced,Fashion,No,,3.0,132.0,33311.56,3.0,3.0,Low-Value / Dormant Merchants
M00729,2023-06-26,Canada,Basic,Fashion,Yes,2023-09-28,461.0,188.0,9477.7,461.0,2.0,At-Risk Merchants
M00730,2023-10-09,Canada,Shopify,Fashion,No,,3.0,106.0,10238.27,3.0,0.0,High-GMV Loyal Merchants
M00731,2023-03-04,India,Basic,Fashion,No,,1.0,16.0,772.77,1.0,1.0,New / Fast-Growing Merchants
M00732,2023-08-05,US,Basic,Food,Yes,2023-09-04,485.0,69.0,3387.37,485.0,2.0,At-Risk Merchants
M00733,2024-11-19,India,Shopify,Fashion,No,,1.0,125.0,12829.49,1.0,0.0,High-GMV Loyal Merchants
M00734,2024-04-05,US,Shopify,Home,Yes,2025-03-11,-66.0,146.0,14059.93,-66.0,0.0,High-GMV Loyal Merchants
M00735,2024-09-01,Canada,Advanced,Fashion,No,,1.0,121.0,31658.27,1.0,3.0,Low-Value / Dormant Merchants
M00736,2023-04-15,Canada,Basic,Beauty,No,,4.0,175.0,8804.07,4.0,0.0,High-GMV Loyal Merchants
M00737,2023-04-09,US,Basic,Fashion,Yes,2023-11-03,428.0,57.0,2885.14,428.0,2.0,At-Risk Merchants
M00738,2024-05-25,Canada,Shopify,Electronics,Yes,2024-10-27,66.0,67.0,6660.38,66.0,1.0,New / Fast-Growing Merchants
M00739,2024-01-20,US,Shopify,Home,No,,1.0,98.0,9881.4,1.0,1.0,New / Fast-Growing Merchants
M00740,2024-02-09,US,Basic,Home,No,,3.0,117.0,5614.9,3.0,0.0,High-GMV Loyal Merchants
M00741,2024-06-01,Canada,Basic,Food,Yes,2024-10-01,99.0,33.0,1664.8899999999999,99.0,1.0,New / Fast-Growing Merchants
M00742,2024-04-20,Australia,Basic,Beauty,No,,2.0,105.0,5226.45,2.0,1.0,New / Fast-Growing Merchants
M00743,2024-12-09,US,Advanced,Home,No,,1.0,166.0,42618.58,1.0,3.0,Low-Value / Dormant Merchants
M00744,2024-10-06,India,Basic,Electronics,No,,2.0,122.0,5922.29,2.0,0.0,High-GMV Loyal Merchants
M00745,2024-03-12,India,Basic,Fashion,Yes,2025-01-23,-22.0,61.0,3184.91,-22.0,1.0,New / Fast-Growing Merchants
M00746,2023-01-23,Canada,Basic,Home,No,,4.0,87.0,4280.34,4.0,1.0,New / Fast-Growing Merchants
M00747,2024-07-18,Australia,Basic,Electronics,No,,1.0,64.0,3215.59,1.0,1.0,New / Fast-Growing Merchants
M00748,2024-11-07,Canada,Basic,Fashion,Yes,2025-08-13,-223.0,164.0,8019.05,-223.0,0.0,High-GMV Loyal Merchants
M00749,2024-12-14,Australia,Basic,Food,No,,1.0,141.0,6982.99,1.0,0.0,High-GMV Loyal Merchants
M00750,2024-04-02,US,Basic,Home,No,,1.0,158.0,8082.8099999999995,1.0,0.0,High-GMV Loyal Merchants
M00751,2023-03-24,US,Shopify,Home,No,,5.0,145.0,14455.98,5.0,0.0,High-GMV Loyal Merchants
M00752,2023-05-25,US,Basic,Electronics,Yes,2024-03-24,287.0,90.0,4238.5,287.0,2.0,At-Risk Merchants
M00753,2023-03-26,US,Basic,Beauty,No,,9.0,28.0,1398.04,9.0,1.0,New / Fast-Growing Merchants
M00754,2023-03-19,India,Advanced,Food,No,,3.0,68.0,18307.45,3.0,1.0,New / Fast-Growing Merchants
M00755,2024-04-01,India,Shopify,Beauty,No,,1.0,198.0,19698.9,1.0,0.0,High-GMV Loyal Merchants
M00756,2023-01-01,Canada,Basic,Home,Yes,2023-08-12,520.0,20.0,902.32,520.0,2.0,At-Risk Merchants
M00757,2023-02-20,Australia,Basic,Beauty,No,,7.0,66.0,3481.73,7.0,1.0,New / Fast-Growing Merchants
M00758,2024-11-15,US,Basic,Fashion,No,,4.0,22.0,1032.02,4.0,1.0,New / Fast-Growing Merchants
M00759,2024-12-17,US,Shopify,Food,No,,1.0,30.0,2924.59,1.0,1.0,New / Fast-Growing Merchants
M00760,2024-03-21,Australia,Advanced,Beauty,No,,1.0,177.0,43733.58,1.0,3.0,Low-Value / Dormant Merchants
M00761,2024-03-24,Australia,Shopify,Fashion,No,,2.0,125.0,12647.2,2.0,0.0,High-GMV Loyal Merchants
M00762,2024-05-02,Canada,Shopify,Electronics,No,,2.0,140.0,13301.81,2.0,0.0,High-GMV Loyal Merchants
M00763,2023-02-03,Australia,Shopify,Beauty,No,,8.0,65.0,6148.06,8.0,1.0,New / Fast-Growing Merchants
M00764,2023-12-14,US,Basic,Food,No,,5.0,145.0,7573.54,5.0,0.0,High-GMV Loyal Merchants
M00765,2023-04-05,US,Basic,Fashion,Yes,2023-10-01,458.0,52.0,2838.4,458.0,2.0,At-Risk Merchants
M00766,2023-03-13,US,Shopify,Beauty,Yes,2024-03-03,311.0,108.0,10633.56,311.0,2.0,At-Risk Merchants
M00767,2024-07-04,US,Advanced,Electronics,No,,1.0,196.0,51049.17,1.0,3.0,Low-Value / Dormant Merchants
M00768,2023-06-03,US,Basic,Beauty,Yes,2024-05-02,248.0,33.0,1616.16,248.0,1.0,New / Fast-Growing Merchants
M00769,2023-09-07,Canada,Shopify,Fashion,No,,28.0,12.0,947.83,28.0,1.0,New / Fast-Growing Merchants
M00770,2024-11-04,US,Basic,Beauty,Yes,2025-04-19,-108.0,49.0,2454.0,-108.0,1.0,New / Fast-Growing Merchants
M00771,2024-03-13,Canada,Basic,Food,No,,1.0,183.0,9173.04,1.0,0.0,High-GMV Loyal Merchants
M00772,2023-04-28,US,Basic,Home,No,,40.0,14.0,674.6,40.0,1.0,New / Fast-Growing Merchants
M00773,2023-11-02,India,Basic,Fashion,Yes,2024-09-01,123.0,175.0,8481.14,123.0,0.0,High-GMV Loyal Merchants
M00774,2023-09-25,India,Shopify,Fashion,No,,6.0,67.0,6767.36,6.0,1.0,New / Fast-Growing Merchants
M00775,2023-02-23,India,Basic,Fashion,No,,2.0,88.0,4503.72,2.0,1.0,New / Fast-Growing Merchants
M00776,2023-08-24,India,Shopify,Fashion,No,,3.0,66.0,6657.29,3.0,1.0,New / Fast-Growing Merchants
M00777,2024-01-24,Canada,Shopify,Beauty,Yes,2024-11-01,61.0,179.0,18682.36,61.0,0.0,High-GMV Loyal Merchants
M00778,2024-02-05,Canada,Advanced,Food,No,,15.0,25.0,6206.51,15.0,1.0,New / Fast-Growing Merchants
M00779,2024-09-15,Australia,Basic,Electronics,No,,1.0,197.0,9663.19,1.0,0.0,High-GMV Loyal Merchants
M00780,2023-10-30,US,Basic,Food,No,,13.0,43.0,2226.26,13.0,1.0,New / Fast-Growing Merchants
M00781,2023-07-26,India,Basic,Fashion,No,,1.0,35.0,1924.29,1.0,1.0,New / Fast-Growing Merchants
M00782,2023-08-17,Canada,Advanced,Beauty,No,,1.0,183.0,47183.02,1.0,3.0,Low-Value / Dormant Merchants
M00783,2024-07-31,US,Advanced,Beauty,Yes,2025-01-12,-11.0,199.0,51454.27,-11.0,3.0,Low-Value / Dormant Merchants
M00784,2023-03-16,US,Basic,Fashion,No,,2.0,94.0,4335.04,2.0,1.0,New / Fast-Growing Merchants
M00785,2024-03-10,Canada,Shopify,Beauty,No,,2.0,143.0,14983.84,2.0,0.0,High-GMV Loyal Merchants
M00786,2023-04-13,India,Basic,Fashion,Yes,2023-11-20,410.0,101.0,5151.05,410.0,2.0,At-Risk Merchants
M00787,2024-02-26,Australia,Shopify,Food,No,,4.0,60.0,6460.87,4.0,1.0,New / Fast-Growing Merchants
M00788,2024-12-04,US,Basic,Home,Yes,2025-08-30,-238.0,44.0,2283.35,-238.0,1.0,New / Fast-Growing Merchants
M00789,2023-11-02,Australia,Shopify,Beauty,No,,7.0,163.0,16770.28,7.0,0.0,High-GMV Loyal Merchants
M00790,2023-04-08,India,Basic,Fashion,No,,46.0,12.0,658.22,46.0,1.0,New / Fast-Growing Merchants
M00791,2023-12-01,India,Shopify,Fashion,Yes,2024-05-04,245.0,25.0,2449.93,245.0,1.0,New / Fast-Growing Merchants
M00792,2024-03-10,Australia,Shopify,Beauty,No,,2.0,168.0,16879.97,2.0,0.0,High-GMV Loyal Merchants
M00793,2024-03-22,India,Shopify,Electronics,No,,4.0,91.0,9176.18,4.0,1.0,New / Fast-Growing Merchants
M00794,2023-11-04,US,Basic,Fashion,No,,1.0,110.0,5759.83,1.0,0.0,High-GMV Loyal Merchants
M00795,2023-09-06,Australia,Basic,Beauty,Yes,2024-08-28,130.0,87.0,4023.05,130.0,1.0,New / Fast-Growing Merchants
M00796,2023-06-15,India,Basic,Fashion,Yes,2023-10-03,456.0,197.0,9589.71,456.0,2.0,At-Risk Merchants
M00797,2024-04-25,Australia,Basic,Electronics,No,,3.0,185.0,9706.76,3.0,0.0,High-GMV Loyal Merchants
M00798,2023-12-01,US,Basic,Home,Yes,2024-07-29,156.0,35.0,1636.91,156.0,1.0,New / Fast-Growing Merchants
M00799,2024-06-25,India,Advanced,Electronics,No,,3.0,58.0,13774.6,3.0,1.0,New / Fast-Growing Merchants
M00800,2023-04-16,US,Shopify,Food,No,,1.0,114.0,11662.23,1.0,0.0,High-GMV Loyal Merchants
M00801,2024-07-16,India,Basic,Beauty,Yes,2025-02-08,-35.0,72.0,3334.18,-35.0,1.0,New / Fast-Growing Merchants
M00802,2023-03-22,Canada,Basic,Electronics,No,,2.0,119.0,5905.63,2.0,0.0,High-GMV Loyal Merchants
M00803,2023-05-13,India,Basic,Home,Yes,2024-03-25,282.0,130.0,6169.32,282.0,2.0,At-Risk Merchants
M00804,2023-05-18,Australia,Shopify,Fashion,No,,3.0,32.0,3445.23,3.0,1.0,New / Fast-Growing Merchants
M00805,2023-07-03,India,Basic,Beauty,No,,3.0,158.0,7733.0,3.0,0.0,High-GMV Loyal Merchants
M00806,2024-02-05,US,Advanced,Electronics,No,,1.0,62.0,15991.0,1.0,1.0,New / Fast-Growing Merchants
M00807,2023-11-26,US,Basic,Home,Yes,2024-10-19,81.0,75.0,3592.46,81.0,1.0,New / Fast-Growing Merchants
M00808,2024-05-22,India,Advanced,Electronics,No,,2.0,112.0,29225.3,2.0,3.0,Low-Value / Dormant Merchants
M00809,2023-03-10,Australia,Advanced,Food,No,,36.0,24.0,6610.77,36.0,1.0,New / Fast-Growing Merchants
M00810,2024-06-29,Canada,Basic,Beauty,No,,1.0,55.0,2668.15,1.0,1.0,New / Fast-Growing Merchants
M00811,2023-02-22,Australia,Advanced,Fashion,No,,40.0,45.0,12762.3,40.0,1.0,New / Fast-Growing Merchants
M00812,2024-03-25,Canada,Basic,Home,Yes,2024-08-04,150.0,162.0,8191.53,150.0,0.0,High-GMV Loyal Merchants
M00813,2023-07-24,US,Shopify,Electronics,No,,5.0,198.0,20122.27,5.0,0.0,High-GMV Loyal Merchants
M00814,2023-05-06,Australia,Basic,Beauty,No,,7.0,152.0,7585.73,7.0,0.0,High-GMV Loyal Merchants
M00815,2023-02-12,Canada,Advanced,Electronics,No,,13.0,32.0,8650.97,13.0,1.0,New / Fast-Growing Merchants
M00816,2023-04-21,India,Advanced,Beauty,No,,1.0,98.0,24972.11,1.0,3.0,Low-Value / Dormant Merchants
M00817,2024-10-24,US,Shopify,Food,No,,1.0,140.0,13839.47,1.0,0.0,High-GMV Loyal Merchants
M00818,2023-07-02,India,Shopify,Electronics,No,,24.0,30.0,2941.64,24.0,1.0,New / Fast-Growing Merchants
M00819,2023-04-05,US,Basic,Food,Yes,2023-04-24,618.0,54.0,2761.89,618.0,2.0,At-Risk Merchants
M00820,2024-01-09,Australia,Basic,Home,No,,7.0,24.0,1173.1,7.0,1.0,New / Fast-Growing Merchants
M00821,2024-06-03,Australia,Basic,Food,No,,2.0,93.0,4716.8,2.0,1.0,New / Fast-Growing Merchants
M00822,2023-12-26,US,Basic,Beauty,Yes,2024-09-08,115.0,97.0,4835.95,115.0,1.0,New / Fast-Growing Merchants
M00823,2024-11-26,US,Shopify,Home,No,,1.0,173.0,17276.88,1.0,0.0,High-GMV Loyal Merchants
M00824,2023-10-08,US,Basic,Electronics,No,,1.0,145.0,7342.52,1.0,0.0,High-GMV Loyal Merchants
M00825,2023-07-14,Australia,Advanced,Electronics,No,,5.0,15.0,3831.54,5.0,1.0,New / Fast-Growing Merchants
M00826,2023-07-14,Canada,Shopify,Beauty,No,,9.0,147.0,14860.75,9.0,0.0,High-GMV Loyal Merchants
M00827,2024-10-28,India,Shopify,Fashion,No,,3.0,41.0,4138.79,3.0,1.0,New / Fast-Growing Merchants
M00828,2023-04-03,India,Basic,Fashion,Yes,2023-05-08,604.0,157.0,7865.73,604.0,2.0,At-Risk Merchants
M00829,2024-11-02,Australia,Advanced,Electronics,No,,1.0,66.0,18202.45,1.0,1.0,New / Fast-Growing Merchants
M00830,2023-03-02,India,Advanced,Beauty,No,,18.0,157.0,42116.99,18.0,3.0,Low-Value / Dormant Merchants
M00831,2024-09-25,US,Basic,Fashion,No,,2.0,118.0,5485.09,2.0,0.0,High-GMV Loyal Merchants
M00832,2023-02-20,Canada,Shopify,Food,No,,4.0,11.0,1375.3600000000001,4.0,1.0,New / Fast-Growing Merchants
M00833,2024-02-07,India,Shopify,Electronics,Yes,2024-07-22,163.0,195.0,18805.57,163.0,0.0,High-GMV Loyal Merchants
M00834,2023-01-05,Canada,Basic,Food,No,,8.0,159.0,7971.16,8.0,0.0,High-GMV Loyal Merchants
M00835,2024-04-10,US,Basic,Beauty,No,,4.0,131.0,6733.75,4.0,0.0,High-GMV Loyal Merchants
M00836,2024-08-26,India,Basic,Food,No,,1.0,77.0,3727.96,1.0,1.0,New / Fast-Growing Merchants
M00837,2024-11-12,Australia,Basic,Fashion,No,,2.0,36.0,1732.1,2.0,1.0,New / Fast-Growing Merchants
M00838,2024-06-17,Canada,Basic,Fashion,No,,18.0,59.0,2926.01,18.0,1.0,New / Fast-Growing Merchants
M00839,2024-02-09,US,Basic,Home,No,,2.0,114.0,6066.15,2.0,0.0,High-GMV Loyal Merchants
M00840,2024-05-27,Canada,Basic,Electronics,No,,1.0,87.0,4397.76,1.0,1.0,New / Fast-Growing Merchants
M00841,2024-10-06,India,Basic,Beauty,No,,1.0,196.0,9793.89,1.0,0.0,High-GMV Loyal Merchants
M00842,2023-08-21,India,Advanced,Electronics,No,,4.0,55.0,14630.4,4.0,1.0,New / Fast-Growing Merchants
M00843,2024-06-07,Australia,Basic,Food,No,,2.0,87.0,4170.09,2.0,1.0,New / Fast-Growing Merchants
M00844,2023-12-12,US,Advanced,Beauty,No,,20.0,11.0,2763.15,20.0,1.0,New / Fast-Growing Merchants
M00845,2023-02-15,US,Basic,Beauty,No,,20.0,83.0,4097.96,20.0,1.0,New / Fast-Growing Merchants
M00846,2024-06-29,Australia,Basic,Fashion,Yes,2024-11-18,44.0,74.0,3721.96,44.0,1.0,New / Fast-Growing Merchants
M00847,2023-03-19,Australia,Basic,Food,No,,11.0,18.0,764.59,11.0,1.0,New / Fast-Growing Merchants
M00848,2024-12-30,US,Basic,Fashion,Yes,2025-05-17,-135.0,55.0,2594.13,-135.0,1.0,New / Fast-Growing Merchants
M00849,2023-03-14,Canada,Basic,Fashion,No,,5.0,83.0,4133.82,5.0,1.0,New / Fast-Growing Merchants
M00850,2023-09-06,Canada,Shopify,Home,No,,2.0,180.0,18036.85,2.0,0.0,High-GMV Loyal Merchants
M00851,2023-02-16,Australia,Basic,Fashion,No,,16.0,29.0,1333.22,16.0,1.0,New / Fast-Growing Merchants
M00852,2023-05-01,Canada,Shopify,Electronics,No,,3.0,175.0,16967.72,3.0,0.0,High-GMV Loyal Merchants
M00853,2023-08-02,US,Shopify,Beauty,Yes,2024-01-09,359.0,194.0,19283.18,359.0,2.0,At-Risk Merchants
M00854,2023-08-27,India,Basic,Fashion,No,,11.0,130.0,6590.7,11.0,0.0,High-GMV Loyal Merchants
M00855,2023-02-25,India,Basic,Electronics,No,,3.0,181.0,9263.56,3.0,0.0,High-GMV Loyal Merchants
M00856,2023-12-16,Canada,Shopify,Food,No,,1.0,163.0,17007.83,1.0,0.0,High-GMV Loyal Merchants
M00857,2023-04-17,Australia,Basic,Beauty,Yes,2024-02-02,334.0,152.0,7504.94,334.0,2.0,At-Risk Merchants
M00858,2023-02-17,Australia,Basic,Food,No,,7.0,154.0,7945.11,7.0,0.0,High-GMV Loyal Merchants
M00859,2024-07-26,Australia,Advanced,Electronics,No,,3.0,66.0,17348.91,3.0,1.0,New / Fast-Growing Merchants
M00860,2023-12-03,Australia,Basic,Food,No,,1.0,153.0,7318.21,1.0,0.0,High-GMV Loyal Merchants
M00861,2023-01-26,Australia,Shopify,Food,No,,24.0,45.0,4485.73,24.0,1.0,New / Fast-Growing Merchants
M00862,2023-09-14,Canada,Advanced,Food,No,,1.0,61.0,15424.54,1.0,1.0,New / Fast-Growing Merchants
M00863,2023-01-08,India,Basic,Fashion,No,,25.0,164.0,8012.34,25.0,0.0,High-GMV Loyal Merchants
M00864,2024-09-16,India,Basic,Fashion,No,,1.0,122.0,6290.05,1.0,0.0,High-GMV Loyal Merchants
M00865,2023-09-10,Canada,Basic,Fashion,No,,4.0,132.0,6530.72,4.0,0.0,High-GMV Loyal Merchants
M00866,2024-11-22,Australia,Basic,Beauty,Yes,2025-10-12,-284.0,91.0,4440.44,-284.0,1.0,New / Fast-Growing Merchants
M00867,2024-12-19,Canada,Basic,Electronics,No,,1.0,189.0,9405.72,1.0,0.0,High-GMV Loyal Merchants
M00868,2023-10-30,India,Shopify,Fashion,No,,2.0,173.0,16932.7,2.0,0.0,High-GMV Loyal Merchants
M00869,2024-09-30,US,Basic,Food,Yes,2025-03-15,-73.0,153.0,7593.88,-73.0,0.0,High-GMV Loyal Merchants
M00870,2023-02-25,Canada,Basic,Food,Yes,2023-06-30,551.0,118.0,5751.5,551.0,2.0,At-Risk Merchants
M00871,2024-12-26,Australia,Advanced,Food,No,,1.0,125.0,32788.49,1.0,3.0,Low-Value / Dormant Merchants
M00872,2024-06-09,India,Shopify,Food,Yes,2024-10-17,77.0,150.0,15020.539999999999,77.0,0.0,High-GMV Loyal Merchants
M00873,2024-04-18,India,Shopify,Home,No,,3.0,166.0,16225.24,3.0,0.0,High-GMV Loyal Merchants
M00874,2023-01-28,India,Basic,Beauty,Yes,2023-08-18,503.0,126.0,6586.1,503.0,2.0,At-Risk Merchants
M00875,2023-03-19,India,Shopify,Electronics,No,,133.0,22.0,2156.33,133.0,1.0,New / Fast-Growing Merchants
M00876,2023-08-04,Australia,Basic,Electronics,Yes,2023-10-14,445.0,107.0,5182.24,445.0,2.0,At-Risk Merchants
M00877,2024-01-21,US,Basic,Fashion,Yes,2024-10-12,81.0,92.0,4696.02,81.0,1.0,New / Fast-Growing Merchants
M00878,2023-12-31,India,Basic,Home,No,,6.0,140.0,7089.85,6.0,0.0,High-GMV Loyal Merchants
M00879,2024-10-27,Canada,Advanced,Electronics,No,,4.0,25.0,6219.3,4.0,1.0,New / Fast-Growing Merchants
M00880,2024-06-09,US,Basic,Beauty,Yes,2024-11-20,43.0,125.0,6155.17,43.0,0.0,High-GMV Loyal Merchants
M00881,2024-11-29,India,Basic,Food,No,,1.0,55.0,2760.96,1.0,1.0,New / Fast-Growing Merchants
M00882,2023-11-08,US,Basic,Fashion,No,,3.0,83.0,4214.43,3.0,1.0,New / Fast-Growing Merchants
M00883,2023-01-07,Canada,Basic,Beauty,No,,2.0,142.0,7345.66,2.0,0.0,High-GMV Loyal Merchants
M00884,2023-01-03,India,Shopify,Electronics,No,,1.0,191.0,18652.08,1.0,0.0,High-GMV Loyal Merchants
M00885,2024-09-14,Canada,Shopify,Home,No,,2.0,60.0,5870.46,2.0,1.0,New / Fast-Growing Merchants
M00886,2023-12-29,Australia,Shopify,Fashion,No,,4.0,176.0,17533.6,4.0,0.0,High-GMV Loyal Merchants
